date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:20:59	27301/27301	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2023:21:01%20GMT	http://www.maxpanda.com/enhanced.html	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/enhanced.html	(from http://www.maxpanda.com/)
18:20:59	27524/27524	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2023:21:02%20GMT	http://www.maxpanda.com/standard.html	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/standard.html	(from http://www.maxpanda.com/)
18:21:00	28334/28334	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2023:21:02%20GMT	http://www.maxpanda.com/professional.html	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/professional.html	(from http://www.maxpanda.com/)
18:21:00	28172/28172	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2023:21:02%20GMT	http://www.maxpanda.com/enterprise.html	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/enterprise.html	(from http://www.maxpanda.com/)
18:21:00	24230/24230	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2023:21:03%20GMT	http://www.maxpanda.com/best-asset-management-software.html	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/best-asset-management-software.html	(from http://www.maxpanda.com/)
18:21:02	2154/2154	---M-Z	200	added ('OK')	image/png	etag:%2253b9033954e0f-gzip%22	http://www.maxpanda.com/img/aws.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/aws.png	(from http://www.maxpanda.com/)
18:21:05	42365/42365	---M-Z	200	added ('OK')	image/png	etag:%2254099186f7929-gzip%22	http://www.maxpanda.com/img/iPhone-pink.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/iPhone-pink.png	(from http://www.maxpanda.com/)
18:21:07	40016/40016	---M-Z	200	added ('OK')	image/png	etag:%2254099186bc3f1-gzip%22	http://www.maxpanda.com/img/iPhone-dark.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/iPhone-dark.png	(from http://www.maxpanda.com/)
18:21:08	17119/17119	---M-Z	200	added ('OK')	image/png	etag:%22539d1c27888e3-gzip%22	http://www.maxpanda.com/img/share-pms.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/share-pms.png	(from http://www.maxpanda.com/)
18:21:08	4822/4822	---M-Z	200	added ('OK')	image/png	etag:%225433ed1aa877c-gzip%22	http://www.maxpanda.com/img/uoff.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/uoff.png	(from http://www.maxpanda.com/)
18:21:08	53372/53372	---M-Z	200	added ('OK')	image/png	etag:%2254099186ce8e9-gzip%22	http://www.maxpanda.com/img/iPhone-blue.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/iPhone-blue.png	(from http://www.maxpanda.com/)
18:21:09	4194/4194	---M-Z	200	added ('OK')	image/png	etag:%22539d1c00d5543-gzip%22	http://www.maxpanda.com/img/homesavings.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/homesavings.png	(from http://www.maxpanda.com/)
18:21:10	6032/6032	---M-Z	200	added ('OK')	image/png	etag:%22539d1bfc2d6f3-gzip%22	http://www.maxpanda.com/img/georgiastate.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/georgiastate.png	(from http://www.maxpanda.com/)
18:21:10	2869/2869	---M-Z	200	added ('OK')	image/png	etag:%22539d1c002f8eb-gzip%22	http://www.maxpanda.com/img/hilton.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/hilton.png	(from http://www.maxpanda.com/)
18:21:10	8855/8855	---M-Z	200	added ('OK')	image/png	etag:%22540794be8099d-gzip%22	http://www.maxpanda.com/img/usolympics.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/usolympics.png	(from http://www.maxpanda.com/)
18:21:10	4933/4933	---M-Z	200	added ('OK')	image/png	etag:%22539d1be9908ab-gzip%22	http://www.maxpanda.com/img/carlsjr.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/carlsjr.png	(from http://www.maxpanda.com/)
18:21:11	7455/7455	---M-Z	200	added ('OK')	image/png	etag:%22539d1c19627c3-gzip%22	http://www.maxpanda.com/img/pier39.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/pier39.png	(from http://www.maxpanda.com/)
18:21:11	5065/5065	---M-Z	200	added ('OK')	image/png	etag:%22539d1be96da13-gzip%22	http://www.maxpanda.com/img/carefree-resorts.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/carefree-resorts.png	(from http://www.maxpanda.com/)
18:21:11	5846/5846	---M-Z	200	added ('OK')	image/png	etag:%22539d1c1c5a01b-gzip%22	http://www.maxpanda.com/img/popeyes.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/popeyes.png	(from http://www.maxpanda.com/)
18:21:12	5081/5081	---M-Z	200	added ('OK')	image/png	etag:%22539d1bdfa868b-gzip%22	http://www.maxpanda.com/img/arizona-government.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/arizona-government.png	(from http://www.maxpanda.com/)
18:21:12	66039/66039	---MCZ	200	added ('OK')	image/png	etag:%22525d8cc69a6d2-gzip%22	http://www.maxpanda.com/img/work-order-app.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/work-order-app.png	(from http://www.maxpanda.com/)
18:21:13	7242/7242	---M-Z	200	added ('OK')	image/png	etag:%2254300429e67e4-gzip%22	http://www.maxpanda.com/img/bloomberg.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/bloomberg.png	(from http://www.maxpanda.com/)
18:21:13	232/232	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20Dec%202016%2023:21:15%20GMT	http://www.maxpanda.com/index.html	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/index-2.html	(from http://www.maxpanda.com/)
18:21:13	2083/2083	---M-Z	200	added ('OK')	image/png	etag:%2253bdc571f75fe-gzip%22	http://www.maxpanda.com/img/maxpanda.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/maxpanda.png	(from http://www.maxpanda.com/)
18:21:14	11804/11804	---M-Z	200	added ('OK')	image/png	etag:%225430042a54d84-gzip%22	http://www.maxpanda.com/img/cnbc.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/cnbc.png	(from http://www.maxpanda.com/)
18:21:14	4010/4010	---M-Z	200	added ('OK')	image/png	etag:%22539d1c0b462e3-gzip%22	http://www.maxpanda.com/img/mastercard.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/mastercard.png	(from http://www.maxpanda.com/)
18:21:14	3330/3330	---M-Z	200	added ('OK')	image/png	etag:%22525d8cc4a6aba-gzip%22	http://www.maxpanda.com/img/visa.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/visa.png	(from http://www.maxpanda.com/)
18:21:15	32325/32325	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2023:21:17%20GMT	http://www.maxpanda.com/terms-conditions.html	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/terms-conditions.html	(from http://www.maxpanda.com/)
18:21:15	22315/22315	---M-Z	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202016%2023:21:17%20GMT	http://www.maxpanda.com/partner.html	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/partner.html	(from http://www.maxpanda.com/)
18:21:15	3607/3607	---M-Z	200	added ('OK')	image/png	etag:%22539d1bdd37a73-gzip%22	http://www.maxpanda.com/img/amex.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/amex.png	(from http://www.maxpanda.com/)
18:21:15	18456/18456	---M-Z	200	added ('OK')	image/png	etag:%225430042a19c34-gzip%22	http://www.maxpanda.com/img/wallstreet.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/wallstreet.png	(from http://www.maxpanda.com/)
18:21:15	16926/16926	---M-Z	200	added ('OK')	image/png	etag:%225430042a4ad5c-gzip%22	http://www.maxpanda.com/img/fox.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/fox.png	(from http://www.maxpanda.com/)
18:21:16	5284/5284	---M-Z	200	added ('OK')	image/png	etag:%22541456479c08a-gzip%22	http://www.maxpanda.com/img/apple-sm.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/apple-sm.png	(from http://www.maxpanda.com/)
18:21:16	4996/4996	---M-Z	200	added ('OK')	image/png	etag:%225414564817532-gzip%22	http://www.maxpanda.com/img/google-sm.png	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/google-sm.png	(from http://www.maxpanda.com/)
18:21:16	3231/3231	---M-Z	200	added ('OK')	image/gif	etag:%2253f4ee501d866-gzip%22	http://www.maxpanda.com/img/bookwebinar.gif	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/img/bookwebinar.gif	(from http://www.maxpanda.com/)
18:21:17	16178/16178	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb5bae78-gzip%22	http://www.maxpanda.com/js/vendor/jquery-migrate.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/jquery-migrate.js	(from http://www.maxpanda.com/)
18:21:18	9420/9420	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb6ff9c8-gzip%22	http://www.maxpanda.com/js/vendor/jquery.event.drop-2.2.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/jquery.event.drop-2.2.js	(from http://www.maxpanda.com/)
18:21:18	28418/28418	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb540d58-gzip%22	http://www.maxpanda.com/js/vendor/bootstrap.min.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/bootstrap.min.js	(from http://www.maxpanda.com/)
18:21:19	8097/8097	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb6a19e0-gzip%22	http://www.maxpanda.com/js/vendor/jquery.easing.1.3.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/jquery.easing.1.3.js	(from http://www.maxpanda.com/)
18:21:19	12826/12826	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb6fd2b8-gzip%22	http://www.maxpanda.com/js/vendor/jquery.event.drag-2.2.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/jquery.event.drag-2.2.js	(from http://www.maxpanda.com/)
18:21:19	92629/92629	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	(from http://www.maxpanda.com/)
18:21:20	4338/4338	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb8137d8-gzip%22	http://www.maxpanda.com/js/vendor/jquery.twitter.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/jquery.twitter.js	(from http://www.maxpanda.com/)
18:21:20	34963/34963	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb833f60-gzip%22	http://www.maxpanda.com/js/vendor/jquery.roundabout.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/jquery.roundabout.js	(from http://www.maxpanda.com/)
18:21:20	2388/2388	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb4fcf68-gzip%22	http://www.maxpanda.com/js/vendor/jflickrfeed.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/jflickrfeed.js	(from http://www.maxpanda.com/)
18:21:20	92629/92629	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb5b48e8-gzip%22	http://www.maxpanda.com/js/vendor/jquery-1.9.1.min.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/jquery-1.9.1.min.js	(from http://www.maxpanda.com/)
18:21:21	1643/1643	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb78a870-gzip%22	http://www.maxpanda.com/js/vendor/jquery.mobile.menu.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/jquery.mobile.menu.js	(from http://www.maxpanda.com/)
18:21:21	49203/49203	---M-Z	200	added ('OK')	application/javascript	etag:%2250773eb645938-gzip%22	http://www.maxpanda.com/js/vendor/jquery.bxslider.js	C:/Users/Dan/Documents/WebDownloader/pandaTest/www.maxpanda.com/js/vendor/jquery.bxslider.js	(from http://www.maxpanda.com/)
